urn,school_name,la_code,la_name,school_type,phase,address_1,address_2,address_3,town,county,postcode,phone,head_title,head_first_name,head_last_name,website,trust_code,trust_name,pupil_count,headteacher
140088,Raglan Primary School,305,Bromley,Academy converter,Primary,Raglan Road,,,Bromley,Kent,BR2 9NL,2084606558.0,,Matt,De Freitas,http://raglanprimaryschool.co.uk,2824.0,MOSAIC SCHOOLS LEARNING TRUST,456.0,Matt De Freitas
140096,Old Ford Primary - A Paradigm Academy,211,Tower Hamlets,Academy converter,Primary,Wrights Road,Bow,,London,,E3 5LD,2089801503.0,Mr,Kevin,Jones,www.oldfordacademy.paradigmtrust.org,4131.0,PARADIGM TRUST,647.0,Mr Kevin Jones
140113,Forest Academy,306,Croydon,Academy converter,Primary,Bridle Road,Shirley,,Croydon,Surrey,CR0 8HQ,2087772808.0,,Swabra,Lloyd,www.forestacademy.org.uk,16696.0,INSPIRE PARTNERSHIP ACADEMY TRUST,190.0,Swabra Lloyd
140122,Alexandra School,310,Harrow,Academy special converter,Not applicable,Alexandra Avenue,South Harrow,,Harrow,,HA2 9DX,2088642739.0,Mrs,Perdy,Buchanan-Barrow,www.alexandra-school.co.uk,3004.0,THE EDEN ACADEMY,83.0,Mrs Perdy Buchanan-Barrow
140138,Lift Newlands,210,Southwark,Academy special converter,Not applicable,Stuart Road,Peckham Rye,,London,,SE15 3AZ,2076392541.0,Ms,Michelle,Stone,www.newlandsacademy.org,2053.0,LIFT SCHOOLS,78.0,Ms Michelle Stone
140158,Oriel Academy West London,313,Hounslow,Academy sponsor led,Primary,Hounslow Road,Hanworth,,Feltham,Middlesex,TW13 6QQ,2088949395.0,Mrs,Deborah,Carter,http://www.oriel-aspirations.org/,2186.0,ASPIRATIONS ACADEMIES TRUST,369.0,Mrs Deborah Carter
140197,Joseph Clarke School,320,Waltham Forest,Academy special sponsor led,Not applicable,Vincent Road,,,London,,E4 9PP,2085234833.0,Ms,Chadia,Filali-Moutei,www.josephclarkeschool.org.uk,3714.0,LEARNING IN HARMONY MULTI ACADEMY TRUST,109.0,Ms Chadia Filali-Moutei
140201,Westside School,205,Hammersmith and Fulham,Free schools alternative provision,Not applicable,8-30 Galena Road,,,London,,W6 0LT,2075040512.0,Mr,Pani,Matsangos,www.westsideschool.org.uk,5302.0,WESTSIDE ACADEMY TRUST,11.0,Mr Pani Matsangos
140208,Harris Primary Academy Haling Park,306,Croydon,Academy sponsor led,Primary,50-58 Haling Road,,,Croydon,Surrey,CR2 6HS,2037724560.0,Mrs,Terrie-Ann,Wright,http://www.harrisprimaryhalingpark.org.uk/,3320.0,HARRIS FEDERATION,423.0,Mrs Terrie-Ann Wright
140209,Oasis Academy Arena,306,Croydon,Academy sponsor led,Secondary,Albert Road,South Norwood,,London,,SE25 4QL,2082406700.0,Mrs,Jeanette,Bell,www.oasisacademyarena.org,4076.0,OASIS COMMUNITY LEARNING,369.0,Mrs Jeanette Bell
140210,Mossbourne Victoria Park Academy,204,Hackney,Academy sponsor led,Secondary,Victoria Park Road,Hackney,,London,,E9 7HD,2085104550.0,Mr,Matthew,Toothe,www.mvpa.mossbourne.org,3939.0,THE MOSSBOURNE FEDERATION,833.0,Mr Matthew Toothe
140212,Kensington Aldridge Academy,207,Kensington and Chelsea,Academy sponsor led,Secondary,1 Silchester Road,,,London,,W10 6EX,2073135800.0,Ms,Anna,Jordan,http://www.kaa.org.uk,3593.0,KENSINGTON ALDRIDGE ACADEMY,1224.0,Ms Anna Jordan
140213,Kensington Primary Academy,207,Kensington and Chelsea,Academy sponsor led,Primary,205 Warwick Road,(On the Corner of Kensington High Street),,London,,W14 8PU,2031467870.0,Ms,Helen,Barnes,www.wlfs-kpa.org/,5271.0,KNOWLEDGE SCHOOLS TRUST,232.0,Ms Helen Barnes
140221,South Bank University Academy,210,Southwark,Academy sponsor led,Secondary,Trafalgar Street,,,London,,SE17 2TP,2072773000.0,Mrs,Annette,Moses,www.southbankua.org.uk,5148.0,SOUTH BANK ACADEMIES,491.0,Mrs Annette Moses
140222,Oasis Academy Putney,212,Wandsworth,Academy sponsor led,Primary,184 Lower Richmond Road,,,London,,SW15 1LY,2078846000.0,Mrs,Rebecca,Whiteley,www.oasisacademyputney.org,4076.0,OASIS COMMUNITY LEARNING,121.0,Mrs Rebecca Whiteley
140236,Saracens Broadfields,302,Barnet,Academy converter,Primary,Roseberry Drive,,,Edgware,Middlesex,HA8 8JP,2083595430.0,Ms,Sharon,Keane,https://saracensbf.org,17084.0,SARACENS MULTI-ACADEMY TRUST,704.0,Ms Sharon Keane
140243,Hurst Primary School,303,Bexley,Academy converter,Primary,Dorchester Avenue,,,Bexley,Kent,DA5 3AJ,2083032688.0,Ms,Carmel,Longley,www.hurst.bexley.sch.uk,3514.0,HURST PRIMARY SCHOOL,661.0,Ms Carmel Longley
140257,Highfield Junior School,305,Bromley,Academy converter,Primary,South Hill Road,Shortlands,,Bromley,Kent,BR2 0RL,2084602597.0,Mrs,Allison,Morris,www.highfield-jun.bromley.sch.uk/,16040.0,NEXUS EDUCATION SCHOOLS TRUST,367.0,Mrs Allison Morris
140260,Cheam Park Farm Primary Academy,319,Sutton,Academy converter,Primary,Molesey Drive,Cheam,,Sutton,Surrey,SM3 9UU,2086447415.0,Mr,Craig,Hudson,www.cheamparkfarmprimary.co.uk,15878.0,LEO ACADEMY TRUST,919.0,Mr Craig Hudson
140295,St Aidan's Catholic Primary Academy,317,Redbridge,Academy converter,Primary,Benton Road,,,Ilford,Essex,IG1 4AS,2085905223.0,Mrs,Victoria,Campling,www.staidansacademy.org/,17102.0,THE GOOD SHEPHERD CATHOLIC TRUST,241.0,Mrs Victoria Campling
140320,Barnehurst Infant School,303,Bexley,Academy converter,Primary,Barnehurst Close,Northumberland Heath,,Erith,Kent,DA8 3NL,1322334401.0,Mrs,Louise,Shields,www.barnehurstfederation.co.uk,4245.0,THE PRIMARY FIRST TRUST,227.0,Mrs Louise Shields
140321,Barnehurst Junior School,303,Bexley,Academy converter,Primary,Barnehurst Close,Northumberland Heath,,Erith,Kent,DA8 3NL,1322334214.0,Mrs,Louise,Shields,www.barnehurstfederation.co.uk,4245.0,THE PRIMARY FIRST TRUST,240.0,Mrs Louise Shields
140356,Fidelis College,306,Croydon,Other independent school,Not applicable,147 Central Hill,,,London,,SE19 1RT,2081857770.0,Mrs,Maria,Kemp,www.fidelis.org.uk,,,192.0,Mrs Maria Kemp
140360,The Rise Free School,313,Hounslow,Free schools special,Not applicable,Browells Lane,,,Feltham,Middlesex,TW13 7EF,2080990640.0,Mrs,Karen,Oliver,www.theriseschool.com,2207.0,AMBITIOUS ABOUT AUTISM SCHOOLS TRUST,143.0,Mrs Karen Oliver
140373,Langdon Academy,316,Newham,Academy sponsor led,All-through,Sussex Road,East Ham,,London,,E6 2PS,2084712411.0,Mr,Jamie,Brooks,www.langdonacademy.org,2413.0,BRAMPTON MANOR TRUST,2064.0,Mr Jamie Brooks
140387,John Locke Academy,312,Hillingdon,Academy sponsor led,Primary,Bader Way,,,Uxbridge,Middlesex,UB10 0FW,1895590110.0,Mr,Darrell,Butler,www.johnlockeacademy.co.uk/,3025.0,THE ELLIOT FOUNDATION ACADEMIES TRUST,674.0,Mr Darrell Butler
140391,Lake Farm Park Academy,312,Hillingdon,Academy sponsor led,Primary,Botwell Common Road,,,Hayes,Middlesex,UB3 1JA,2085732622.0,Ms,Harshindar,Buttar,www.lakefarmpark.academy,4134.0,THE PARK FEDERATION ACADEMY TRUST,667.0,Ms Harshindar Buttar
140395,Harris Primary Academy Purley Way,306,Croydon,Academy sponsor led,Primary,47 Propeller Crescent,,,Croydon,Surrey,CR0 4FE,2038721970.0,Mr,Oscar,Sanders,www.harrisprimarypurleyway.org.uk,3320.0,HARRIS FEDERATION,547.0,Mr Oscar Sanders
140405,Thomas Gamuel Primary School,320,Waltham Forest,Academy sponsor led,Primary,Colchester Road,Walthamstow,,London,,E17 8LG,2085207031.0,Mr,Paul,Acheson,www.thomasgamuel.net,3759.0,LION ACADEMY TRUST,347.0,Mr Paul Acheson
140423,Floreat Wandsworth Primary School,212,Wandsworth,Academy sponsor led,Primary,305 Garratt Lane,,,London,,SW18 4EQ,2083534195.0,Mr,Matthew,Custance,www.floreatwandsworth.org.uk,3190.0,GLF SCHOOLS,329.0,Mr Matthew Custance
140426,Mossbourne Riverside Academy,204,Hackney,Academy sponsor led,Primary,East Bay Lane,,,London,,E15 2GW,2081730650.0,Mrs,Amy,Wood,www.mra.mossbourne.org,3939.0,THE MOSSBOURNE FEDERATION,602.0,Mrs Amy Wood
140434,Chestnut Park Primary School,306,Croydon,Academy sponsor led,Primary,49 St James Road,,,Croydon,Surrey,CR0 2UR,2037506090.0,Mr,Jason,Ofori,https://www.chestnutparkschool.org/,3190.0,GLF SCHOOLS,599.0,Mr Jason Ofori
140435,Heathfield Academy,306,Croydon,Academy sponsor led,Primary,7 Aberdeen Road,,,Croydon,Surrey,CR0 1EQ,2083534250.0,Mr,Nathaniel,Blanks,https://www.heathfieldacademy.org/,4836.0,STEP ACADEMY TRUST,416.0,Mr Nathaniel Blanks
140443,Bursted Wood Primary School,303,Bexley,Academy converter,Primary,Swanbridge Road,,,Bexleyheath,Kent,DA7 5BS,2083049960.0,Miss,Helen,Charman,www.burstedwoodprimary.org.uk/,2502.0,BURSTED WOOD PRIMARY SCHOOL,625.0,Miss Helen Charman
140448,Perry Hall Primary School,305,Bromley,Academy converter,Primary,Perry Hall Road,,,Orpington,Kent,BR6 0EF,1689820313.0,Mrs,Lorraine,Richards,http://www.perryhall.bromley.sch.uk,16040.0,NEXUS EDUCATION SCHOOLS TRUST,437.0,Mrs Lorraine Richards
140449,Farnborough Primary School,305,Bromley,Academy converter,Primary,Farnborough Hill,Farnborough,,Orpington,Kent,BR6 7EQ,1689853295.0,Miss,Angela,James,www.farnboroughprimary.co.uk/,16040.0,NEXUS EDUCATION SCHOOLS TRUST,210.0,Miss Angela James
140450,Manor Oak Primary School,305,Bromley,Academy converter,Primary,Sweeps Lane,St Mary Cray,,Orpington,Kent,BR5 3PE,1689828099.0,,Jane,Butler,www.manoroakprimaryschool.co.uk/,16040.0,NEXUS EDUCATION SCHOOLS TRUST,194.0,Jane Butler
140451,Alexandra Infant School,305,Bromley,Academy converter,Primary,Kent House Road,,,Beckenham,Kent,BR3 1JG,2087784714.0,Miss,Alison,Hills,www.alexandra-infants.org.uk/,16040.0,NEXUS EDUCATION SCHOOLS TRUST,199.0,Miss Alison Hills
140475,Loxford School,317,Redbridge,Academy converter,All-through,Loxford Lane,,,Ilford,Essex,IG1 2UT,2085144666.0,Mrs,Anita,Johnson OBE,www.loxford.net,3797.0,LOXFORD SCHOOL TRUST LIMITED,2819.0,Mrs Anita Johnson OBE
140484,St Martin's Church of England Primary School,312,Hillingdon,Academy sponsor led,Primary,Rowan Road,,,West Drayton,Middlesex,UB7 7UF,1895462350.0,Ms,Johann,Coates,www.stmartinsprimary.com,3705.0,LDBS FRAYS ACADEMY TRUST,234.0,Ms Johann Coates
140492,Beis Medrash Elyon,302,Barnet,Other independent school,Not applicable,233 West Hendon Broadway,West  Hendon,,London,,NW9 7DH,2082038240.0,Rabbi,Y,Lang,,,,119.0,Rabbi Y Lang
140495,Whitehall Park School,206,Islington,Free schools,Primary,106 Hornsey Lane,,,London,,N6 5EP,2075610113.0,Mrs,Sally,Reay,www.whitehallparkschool.co.uk/,2288.0,BELLEVUE PLACE EDUCATION TRUST,227.0,Mrs Sally Reay
140496,Jus'T'Learn,315,Merton,Other independent school,Not applicable,9-11 Commonside East,,,Mitcham,Surrey,CR4 2QA,2086489662.0,Ms,S,Osman,www.justlearn.org.uk,,,74.0,Ms S Osman
140507,John Donne Primary School,210,Southwark,Academy converter,Primary,Woods Road,,,London,,SE15 2SW,2076390594.0,Miss,Jo,Rooney,www.jdacademy.org.uk,16040.0,NEXUS EDUCATION SCHOOLS TRUST,399.0,Miss Jo Rooney
140517,Atwood Primary School,306,Croydon,Academy converter,Primary,Limpsfield Road,Sanderstead,,South Croydon,Surrey,CR2 9EE,2086577374.0,Mr,Paul,Robins,https://www.pegasusacademytrust.org/atwood-primary-school,4168.0,THE PEGASUS ACADEMY TRUST,437.0,Mr Paul Robins
140532,Sherwood Park Primary School,303,Bexley,Academy converter,Primary,Sherwood Park Avenue,,,Sidcup,Kent,DA15 9JQ,2083036300.0,Miss,Natasha,Trayers,www.sherwoodparkprimary.co.uk/,4506.0,SHERWOOD PARK PRIMARY SCHOOL,300.0,Miss Natasha Trayers
140533,Elmstead Wood Primary School,305,Bromley,Academy converter,Primary,Castlecombe Road,Mottingham,,London,,SE9 4AT,2088571504.0,Mrs,Cat,Lewis,www.elmsteadwoodprimary.co.uk,3496.0,THE SPRING PARTNERSHIP TRUST,294.0,Mrs Cat Lewis
140564,King's College London Maths School,208,Lambeth,Free schools 16 to 19,16 plus,80 Kennington Road,,,London,,SE11 6NJ,2078487346.0,Headteacher,Timothy,Bateup,www.kingsmathsschool.com,3636.0,KING'S COLLEGE LONDON MATHS SCHOOL TRUST,156.0,Headteacher Timothy Bateup
140575,Beal High School,317,Redbridge,Academy converter,Secondary,Woodford Bridge Road,,,Ilford,Essex,IG4 5LP,2085514954.0,Ms,Kathryn,Burns,www.bealhighschool.co.uk,2265.0,BEACON MULTI-ACADEMY TRUST LIMITED,2610.0,Ms Kathryn Burns
140601,Millbrook Park Primary School,302,Barnet,Academy sponsor led,Primary,School House Lane,,,London,,NW7 1JF,2031375924.0,Headteacher,Roger,Billing,https://millbrookparkschool.ldbsact.org/,3703.0,LDBS ACADEMIES TRUST,434.0,Headteacher Roger Billing
140648,St John's Church of England Primary School,305,Bromley,Academy sponsor led,Primary,Maple Road,Penge,,London,,SE20 8HU,2087785066.0,Mrs,Katherine,Nash,www.st-johns.bromley.sch.uk,2143.0,AQUINAS CHURCH OF ENGLAND EDUCATION TRUST LIMITED,148.0,Mrs Katherine Nash
140657,Aylward Primary School,310,Harrow,Academy sponsor led,Primary,Pangbourne Drive,,,Stanmore,Middlesex,HA7 4RE,2089589202.0,Mrs,Louise,Kelly,www.aylwardschool.org.uk/,4935.0,THE BENTLEY WOOD TRUST,537.0,Mrs Louise Kelly
140667,Knollmead Primary School,314,Kingston upon Thames,Academy sponsor led,Primary,Knollmead,Tolworth,,Surbiton,Surrey,KT5 9QP,2083373778.0,Mr,David,Tan,www.knollmeadprimary.co.uk,2776.0,COOMBE ACADEMY TRUST,239.0,Mr David Tan
140671,Pinkwell Primary School,312,Hillingdon,Academy sponsor led,Primary,Pinkwell Lane,,,Hayes,Middlesex,UB3 1PG,2085732199.0,Ms,Nicola,Forster,https://www.pinkwellschool.co.uk/,3025.0,THE ELLIOT FOUNDATION ACADEMIES TRUST,609.0,Ms Nicola Forster
140674,Oasis Academy Ryelands,306,Croydon,Academy sponsor led,Primary,Oakley Road,South Norwood,,London,,SE25 4XG,2086564165.0,Miss,Kate,Reed,www.oasisacademyryelands.org,4076.0,OASIS COMMUNITY LEARNING,442.0,Miss Kate Reed
140682,Westbridge Academy,212,Wandsworth,Academy sponsor led,Primary,Bolingbroke Walk,Westbridge Road,,London,,SW11 3NE,2072281293.0,Mr,Michael,McNally,https://westbridgestepacademy.org/,4836.0,STEP ACADEMY TRUST,157.0,Mr Michael McNally
140683,Winterbourne Boys' Academy,306,Croydon,Academy sponsor led,Primary,Winterbourne Road,,,Thornton Heath,Surrey,CR7 7QT,2086897685.0,Ms,Charmaine,Henny,http://www.winterbourneboysacademy.com/,5004.0,THE PLATANOS TRUST,198.0,Ms Charmaine Henny
140686,Kings Cross Academy,202,Camden,Academy sponsor led,Primary,Plimsoll Building,4 Wollstonecraft Street,,London,,N1C 4BT,2075040533.0,Mr,Stephen,Mitchell,kingscrossacademy.org.uk,15819.0,KING'S CROSS ACADEMY TRUST,388.0,Mr Stephen Mitchell
140687,Dorothy Barley Junior Academy,301,Barking and Dagenham,Academy sponsor led,Primary,Ivinghoe Road,,,Dagenham,Essex,RM8 2NB,2082704962.0,Miss,Cathy,Leicester,dorothybarleyjunioracademy.co.uk,4320.0,REACH2 ACADEMY TRUST,300.0,Miss Cathy Leicester
140704,Chipstead Valley Primary School,306,Croydon,Academy converter,Primary,Chipstead Valley Road,,,Coulsdon,Surrey,CR5 3BW,1737553255.0,Ms,Kate,Duncan,http://www.chipsteadvalley.com,2666.0,PACE ACADEMY TRUST,674.0,Ms Kate Duncan
140710,Days Lane Primary School,303,Bexley,Academy converter,Primary,Days Lane,,,Sidcup,Kent,DA15 8JU,2083001697.0,Mrs,Joanna,Trusty,www.dayslaneprimary.co.uk,2855.0,DAYS LANE PRIMARY SCHOOL,661.0,Mrs Joanna Trusty
140717,Fairchildes Primary School,306,Croydon,Academy converter,Primary,Fairchildes Avenue,New Addington,,Croydon,Surrey,CR0 0AH,1689842268.0,,Mark,Gyford,www.factrust.org,3073.0,FAIRCHILDES ACADEMY COMMUNITY TRUST,486.0,Mark Gyford
140718,Oak Hill Academy,313,Hounslow,Academy converter,Primary,Ashford Road,,,Feltham,Middlesex,TW13 4QP,2088904560.0,Mrs,Elizabeth A,Linney,http://www.oakhill-aspirations.org/,2186.0,ASPIRATIONS ACADEMIES TRUST,466.0,Mrs Elizabeth A Linney
140729,Keston Church of England Primary School,305,Bromley,Academy converter,Primary,Lakes Road,,,Keston,Kent,BR2 6BN,1689858399.0,Mrs,Dawn,Ardern,http://www.keston.bromley.sch.uk,2143.0,AQUINAS CHURCH OF ENGLAND EDUCATION TRUST LIMITED,173.0,Mrs Dawn Ardern
140748,Ruislip High School,312,Hillingdon,Academy converter,Secondary,Sidmouth Drive,,,Ruislip,Middlesex,HA4 0BY,1895464064.0,Mr,Gareth,Davies,http://www.ruisliphigh.com,5482.0,VANGUARD LEARNING TRUST,1283.0,Mr Gareth Davies
140752,Orion Scotts Park,305,Bromley,Academy converter,Primary,Orchard Road,,,Bromley,Kent,BR1 2PR,2084608899.0,Mr,Andrew,Bocchi,www.orionscottspark.org.uk,3015.0,ORION EDUCATION,361.0,Mr Andrew Bocchi
140795,Whitefield School,320,Waltham Forest,Academy special converter,Not applicable,Macdonald Road,Walthamstow,,London,,E17 4AZ,2085313426.0,Mr,Trevor,Button,www.whitefield.org.uk,3714.0,LEARNING IN HARMONY MULTI ACADEMY TRUST,372.0,Mr Trevor Button
140796,Woodfield School,304,Brent,Academy special converter,Not applicable,Glenwood Avenue,Kingsbury,,London,,NW9 7LY,3003030610.0,Mr,Nicholas,Cooper,www.woodfield.compasslp.co.uk,17203.0,COMPASS LEARNING PARTNERSHIP,200.0,Mr Nicholas Cooper
140806,Ormiston Beachcroft Academy,213,Westminster,Academy alternative provision converter,Not applicable,35 Finchley Road,,,London,,NW8 0NW,2031080345.0,Miss,Michelle,Burgess - Allen,http://www.oatlondonacademies.co.uk/academies/beachcroft/,4106.0,ORMISTON ACADEMIES TRUST,61.0,Miss Michelle Burgess - Allen
140807,Ormiston Latimer Academy,207,Kensington and Chelsea,Academy alternative provision converter,Not applicable,194 Freston Road,Latimer Road Station,,London,,W10 6TT,2031080345.0,Principal,Grant,Monaghan,http://www.oatlondonacademies.co.uk/academies/latimer/,4106.0,ORMISTON ACADEMIES TRUST,43.0,Principal Grant Monaghan
140811,Earl's Court Free School Primary,205,Hammersmith and Fulham,Free schools,Primary,Cambridge Grove,,,London,,W6 0LB,2087419967.0,,Marianne,Chapman,www.wlfs-earlscourt.org,5271.0,KNOWLEDGE SCHOOLS TRUST,204.0,Marianne Chapman
140818,Drapers' Brookside Junior School,311,Havering,Academy sponsor led,Primary,Dagnam Park Drive,Harold Hill,,Romford,Essex,RM3 9DJ,1708371331.0,Mrs,Angela,Winch,http://www.drapersbrookside.com/,2958.0,DRAPERS' MULTI-ACADEMY TRUST,238.0,Mrs Angela Winch
140833,Gladstone Park Primary School,304,Brent,Academy sponsor led,Primary,Sherrick Green Road,Dollis Hill,,London,,NW10 1LB,2084521350.0,Ms,Laura,Green,https://www.gladpark.anthemtrust.uk/,2597.0,ANTHEM SCHOOLS TRUST,661.0,Ms Laura Green
140840,Broadmead Primary School,306,Croydon,Academy sponsor led,Primary,366 Sydenham Road,,,Croydon,Surrey,CR0 2EA,2086844003.0,Mrs,Sarah,Hunter,www.broadmead.croydon.sch.uk,4209.0,THE PIONEER ACADEMY,381.0,Mrs Sarah Hunter
140841,Rowdown Primary School,306,Croydon,Academy sponsor led,Primary,Calley Down Crescent,New Addington,,Croydon,Surrey,CR0 0EG,1689843367.0,Mrs,Liane,Tylee,www.rowdown.croydon.sch.uk/,3073.0,FAIRCHILDES ACADEMY COMMUNITY TRUST,323.0,Mrs Liane Tylee
140862,Michaela Community School,304,Brent,Free schools,Secondary,North End Road,Wembley,,London,,HA9 0UU,2087953183.0,Ms,Katharine,Birbalsingh,https://michaela.education/,3904.0,MICHAELA COMMUNITY SCHOOLS TRUST,744.0,Ms Katharine Birbalsingh
140884,Marylebone Boys' School,213,Westminster,Free schools,Secondary,North Wharf Road,,,London,,W2 1QZ,2031437100.0,Mr,Richard,Ardron,http://www.maryleboneschool.org/,3874.0,MARYLEBONE SCHOOL LTD,634.0,Mr Richard Ardron
140934,Harris Primary Academy Beckenham,305,Bromley,Free schools,Primary,Manor Way,,,Beckenham,Kent,BR3 3SJ,2037724578.0,Mrs,Deborah,Hasim-Hayes,www.harrisprimarybeckenham.org.uk,3320.0,HARRIS FEDERATION,417.0,Mrs Deborah Hasim-Hayes
140935,Harris Academy Tottenham,309,Haringey,Free schools,All-through,Ashley Road,Tottenham,,London,,N17 9LN,2037724243.0,Mr,Nick,Soar,www.harristottenham.org.uk,3320.0,HARRIS FEDERATION,1320.0,Mr Nick Soar
140936,Harris Primary Academy Shortlands,305,Bromley,Free schools,Primary,Kingswood Road,,,Bromley,Kent,BR2 0HG,2037724598.0,Mr,Jordan,Hollis,www.harrisprimaryshortlands.org.uk,3320.0,HARRIS FEDERATION,391.0,Mr Jordan Hollis
140937,Harris Primary Academy East Dulwich,210,Southwark,Free schools,Primary,173 Lordship Lane,,,London,,SE22 8HA,2037724573.0,Ms,Sarah,Stevens-Cox,www.harrisprimaryeastdulwich.org.uk,3320.0,HARRIS FEDERATION,357.0,Ms Sarah Stevens-Cox
140939,Harris Westminster Sixth Form,213,Westminster,Free schools 16 to 19,16 plus,"Steel House, 11 Tothill Street",Westminster,,London,,SW1H 9LH,2037724555.0,Ms,Claire,Scott,http://www.harriswestminstersixthform.org.uk/,3320.0,HARRIS FEDERATION,619.0,Ms Claire Scott
140952,Harris Invictus Academy Croydon,306,Croydon,Free schools,Secondary,88 London Road,,,Croydon,,CR0 2TB,2033713002.0,Mr,Dougal,Scott,http://www.harrisinvictus.org.uk/,3320.0,HARRIS FEDERATION,980.0,Mr Dougal Scott
140957,"Eden Girls' School, Waltham Forest",320,Waltham Forest,Free schools,Secondary,Blackhorse Lane,Walthamstow,,London,,E17 5SD,2085231810.0,Ms,Aamena,Mayet,www.edengirlswalthamforest.com,4903.0,STAR ACADEMIES,620.0,Ms Aamena Mayet
140962,Goresbrook School,301,Barking and Dagenham,Free schools,All-through,Cook Road,,,Dagenham,Essex,RM9 6XW,2035976666.0,Miss,Megan,Harris,www.goresbrookschool.org.uk,5143.0,UNITED LEARNING TRUST,1036.0,Miss Megan Harris
140963,St Mary's Church of England Primary Norwood Green,307,Ealing,Free schools,Primary,26 Tentelow Lane,Norwood Green,,Southall,Middlesex,UB2 4LE,2036930510.0,Mrs,Rachel,Blake,www.stmarysschoolng.org/,4757.0,"ST MARY'S CHURCH OF ENGLAND SCHOOL, NORWOOD GREEN",149.0,Mrs Rachel Blake
140966,Trinity Academy,208,Lambeth,Free schools,Secondary,Brixton Hill,Brixton,,London,,SW2 1QS,2031264993.0,Mr,Matthew,Singh,https://www.trinity.futureacademies.org/,3152.0,FUTURE ACADEMIES,616.0,Mr Matthew Singh
140967,Paxton Academy Sports And Science,306,Croydon,Free schools,Primary,843 London Road,,,Thornton Heath,,CR7 6AW,2086832308.0,Headteacher,Theresa,Moses,www.paxtonacademy.org.uk,16895.0,WANDLE LEARNING TRUST,275.0,Headteacher Theresa Moses
140974,Alexandra Primary School,313,Hounslow,Community school,Primary,Denbigh Road,,,Hounslow,,TW3 4DU,2085706826.0,Mr,John,Norton,www.alexandra.hounslow.sch.uk,,,667.0,Mr John Norton
140985,Harris Academy Battersea,212,Wandsworth,Academy sponsor led,Secondary,401 Battersea Park Road,,,London,,SW11 5AP,2076220026.0,Mr,Peter,Groves,http://www.harrisbattersea.org.uk/,3320.0,HARRIS FEDERATION,895.0,Mr Peter Groves
140999,La Fontaine Academy,305,Bromley,Free schools,Primary,Nightingale Lane,Bickley,,Bromley,Kent,BR1 2SQ,2083534160.0,Mr,Michael,Tirrell,https://lafontaineacademy.org/,4836.0,STEP ACADEMY TRUST,451.0,Mr Michael Tirrell
141006,Beacon Business Innovation Hub,317,Redbridge,Free schools alternative provision,Not applicable,Woodford Bridge Road,Clayhall,,Ilford,Essex,IG4 5LP,2084184760.0,Ms,Kathryn,Burns,http://bbih.org/,2265.0,BEACON MULTI-ACADEMY TRUST LIMITED,24.0,Ms Kathryn Burns
141017,Meridian Angel Primary School,308,Enfield,Free schools,Primary,Albany Road,London,,Edmonton,,N18 2DX,2037733895.0,Mr,Lawrence,Desouza,www.meridianangel.org.uk,3703.0,LDBS ACADEMIES TRUST,156.0,Mr Lawrence Desouza
141019,Ark Elvin Academy,304,Brent,Academy sponsor led,Secondary,Cecil Avenue,Wembley,Middlesex,London,Middlesex,HA9 7DU,2089026362.0,Ms,Rebecca,Curtis,http://arkelvinacademy.org/,2157.0,ARK SCHOOLS,1305.0,Ms Rebecca Curtis
141023,The Norwegian Kindergarten In London,315,Merton,Other independent school,Not applicable,28 Arterberry Road,,Wimbledon,London,,SW20 8AH,2089477983.0,Mrs,Genevieve,Mackenzie,www.norwegiankindergarten.org.uk,,,18.0,Mrs Genevieve Mackenzie
141027,Park Academy,315,Merton,Free schools,Primary,200 Dorset Road,,,London,,SW19 3EF,2085423365.0,Mr,Stefan,Johnson,https://park-academy.org/,4836.0,STEP ACADEMY TRUST,127.0,Mr Stefan Johnson
141030,Big Creative Academy,320,Waltham Forest,Free schools 16 to 19,16 plus,"38, Clifton Avenue",Walthamstow,,London,,E17 6HL,2084983300.0,Principal,Sacha,Corcoran,http://www.bigcreative.education/,2970.0,BIG CREATIVE ACADEMY,0.0,Principal Sacha Corcoran
141031,Treasure House (London) CIC,210,Southwark,Other independent special school,Not applicable,The Livesey,682 Old Kent Road,,London,,SE15 1JF,2077325327.0,Ms,Naomi,Long Srikrotriam,www.thlcic.org.uk,,,17.0,Ms Naomi Long Srikrotriam
141035,De Salis Studio College,312,Hillingdon,Studio schools,Secondary,Wood End Green Road,,,Hayes,Middlesex,UB4 8JP,2085732097.0,Miss,Heidi,Faure,http://www.desalisstudiocollege.co.uk,4397.0,THE ROSEDALE HEWENS ACADEMY TRUST,178.0,Miss Heidi Faure
141039,"Canary Wharf College, Glenworth",211,Tower Hamlets,Free schools,Primary,93 Saunders Ness Road,Isle of Dogs,,London,,E14 3EB,2075173210.0,Mrs,Shireen,Sinem,www.canarywharfcollege.co.uk/,2535.0,CANARY WHARF COLLEGE LTD,302.0,Mrs Shireen Sinem
141047,Brampton Primary Academy,303,Bexley,Academy converter,Primary,Brampton Road,,,Bexleyheath,Kent,DA7 4SL,2083032873.0,Ms,Zara,Winter-Nolan,www.bramptonacademy.org,4320.0,REACH2 ACADEMY TRUST,387.0,Ms Zara Winter-Nolan
